BHID,FROM,TO,X,Y,Z,P2O5,CAO,FE2O3,SIO2,AL2O3,MGO,TIO2,NB2O5,BAO,S,SRO,K2O,NA2O,MNO,CEO2,LA2O3,ND2O3,PR2O3,LOI,RCP,P2O5AP,LITO
DH-0065,82,85.65,2939.366,1955.45,261.645,16.8,26.2,16.89,14.65,3.46,8.12,5.9,0.16,0.1,0.01,0.31,0.04,0.12,0.43,0.21,0.11,0.08,0.02,4.96,1.56,16.8,Bebedourito
DH-0065,85.65,89.2,2939.366,1955.45,258.045,34.9,48.7,9.49,0.37,0.08,0.39,0.36,0.02,0.1,0.01,0.37,0.01,0.08,0.29,0.28,0.13,0.12,0.03,2.16,1.395,34.9,Foscrete
DH-0065,89.2,93,2939.366,1955.45,254.37,17.9,28.2,19,12.95,1.8,7.21,4.74,0.18,0.11,0.01,0.35,0.06,0.16,0.49,0.28,0.13,0.11,0.03,4.05,1.575,17.9,Carbonatito
DH-0065,93,96,2939.366,1955.45,250.97,14.45,23.3,23.69,13.45,2.82,8.89,6.13,0.22,0.08,0.01,0.31,0.03,0.14,0.48,0.24,0.11,0.09,0.03,4.07,1.612,14.45,Carbonatito
DH-0065,96,99,2939.366,1955.45,247.97,11.5,20.9,15.82,22.3,3.5,12.7,5.45,0.13,0.05,0.01,0.24,0.07,0.16,0.31,0.18,0.09,0.07,0.02,5.25,1.817,11.5,Carbonatito
DH-0065,99,102.8,2939.366,1955.45,244.57,19.85,31.4,12.39,14.9,1.49,9.28,3.21,0.14,0.08,0.01,0.3,0.06,0.15,0.37,0.22,0.1,0.09,0.02,4.32,1.582,19.85,Carbonatito
DH-0065,102.8,109.05,2939.366,1955.45,239.545,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não Recuperado
DH-0065,109.05,112.2,2939.366,1955.45,234.845,24.9,37.1,10.17,10.85,1.1,6.08,2.03,0.14,0.1,0.01,0.35,0.09,0.16,0.28,0.19,0.09,0.08,0.02,4.17,1.49,24.9,Bebedourito
DH-0065,112.2,114.1,2939.366,1955.45,232.32,28.5,41.7,9.75,5.94,0.78,3.48,1.54,0.11,0.1,0.01,0.43,0.05,0.15,0.27,0.17,0.08,0.08,0.02,3.8,1.463,28.5,Foscrete
DH-0065,114.1,117.1,2939.366,1955.45,229.87,3.08,48.9,3.6,0.43,0.04,3.37,0.05,0.08,0.19,0.37,1.18,0.07,0.03,0.14,0.1,0.04,0.04,0.01,37.51,15.877,3.08,Carbonatito
DH-0066,0,1.65,2893.581,1911.321,346.345,3.02,0.5,34.19,8.11,20.8,0.67,14.95,0.26,0.32,0.01,0.38,0.03,0.02,0.24,0.36,0.16,0.13,0.04,13.3,0.166,0.37,Solo
DH-0066,1.65,4,2893.581,1911.321,344.345,3.24,0.43,36.27,9.87,21.3,0.59,12.6,0.22,0.38,0.02,0.43,0.06,0.03,0.21,0.33,0.15,0.12,0.03,12.01,0.133,0.319,Argilito
DH-0066,4,7,2893.581,1911.321,341.67,4.37,0.72,37.64,13.8,19.55,0.36,7.58,0.14,0.45,0.04,0.56,0.12,0.02,0.14,0.24,0.11,0.09,0.02,12.39,0.165,0.533,Canga
DH-0066,7,10,2893.581,1911.321,338.67,4.41,0.7,43.02,12.2,16.9,0.36,7.29,0.14,0.46,0.05,0.55,0.08,0.05,0.18,0.23,0.11,0.09,0.02,12.11,0.159,0.519,Canga
DH-0066,10,13,2893.581,1911.321,335.67,5.13,0.88,42.53,9.97,15.25,0.44,9.71,0.2,0.52,0.04,0.69,0.05,0.04,0.26,0.35,0.16,0.14,0.04,11.44,0.172,0.652,Canga
DH-0066,13,16,2893.581,1911.321,332.67,5.22,0.7,47.44,7.61,12.7,0.39,10.75,0.23,0.56,0.02,0.8,0.04,0.03,0.2,0.37,0.17,0.14,0.04,10.96,0.134,0.519,Canga
DH-0066,16,19.2,2893.581,1911.321,329.57,4.42,0.48,50.71,5.47,9.07,0.55,14.55,0.31,0.61,0.01,0.78,0.02,0.03,0.29,0.52,0.24,0.19,0.05,8.93,0.109,0.356,Canga
DH-0066,19.2,22,2893.581,1911.321,326.57,5.2,0.56,49.22,5.37,9.09,0.38,12.6,0.32,1.04,0.01,1.05,0.01,0.02,1.48,0.51,0.25,0.19,0.05,9.72,0.108,0.415,Bebedourito
DH-0066,22,25,2893.581,1911.321,323.67,5.7,0.82,46.51,7.65,8.73,0.72,10.35,0.44,1.26,0.01,1.07,0.01,0.04,2.86,0.56,0.24,0.21,0.06,9.42,0.144,0.607,Bebedourito
DH-0066,25,28,2893.581,1911.321,320.67,6.35,0.92,46.62,6.71,7.84,0.57,14.45,0.43,0.89,0.01,1.18,0.01,0.03,1.5,0.57,0.28,0.21,0.06,7.9,0.145,0.681,Bebedourito
DH-0066,28,31,2893.581,1911.321,317.67,5.95,0.93,50.96,2.66,5.91,1.24,16.05,0.84,0.47,0.01,0.85,0.01,0.04,1.28,1.01,0.42,0.38,0.1,6.43,0.156,0.689,Bebedourito
DH-0066,31,34.3,2893.581,1911.321,314.52,6.89,4.59,46.86,2.55,4.2,1.52,20.6,0.63,0.15,0.01,0.47,0.01,0.05,0.75,1.02,0.45,0.37,0.11,4.14,0.666,3.4,Bebedourito
DH-0066,34.3,38,2893.581,1911.321,311.02,21.8,26.3,34.97,0.6,1.04,1.1,2.39,1.63,0.22,0.01,0.8,0.01,0.13,0.67,0.94,0.38,0.33,0.1,1.89,1.206,19.481,Bebedourito
DH-0066,38,41,2893.581,1911.321,307.67,15.7,20,36.49,10.1,2.16,1.67,4.9,0.92,0.15,0.01,0.49,0.01,0.12,0.72,0.64,0.28,0.23,0.06,2.56,1.274,14.815,Bebedourito
DH-0066,41,44,2893.581,1911.321,304.67,12.45,18.35,29.76,15.8,3.56,3.02,8.94,0.3,0.08,0.01,0.28,0.02,0.09,0.67,0.48,0.22,0.18,0.05,3.54,1.474,12.45,Bebedourito
DH-0066,44,47,2893.581,1911.321,301.67,9.59,9.82,32.89,22.4,4.88,0.59,9.71,0.27,0.37,0.01,0.39,0.03,0.06,2.4,0.46,0.23,0.17,0.05,5.07,1.024,7.274,Bebedourito
DH-0066,47,50,2893.581,1911.321,298.67,4.6,0.75,44.3,18.35,3.72,1.16,11,0.37,0.33,0.01,0.53,0.02,0.04,1.89,1.21,0.54,0.45,0.12,4.48,0.163,0.556,Bebedourito
DH-0066,50,53,2893.581,1911.321,295.67,3.48,0.47,39.82,32.3,3.46,0.96,9.21,0.28,0.26,0.01,0.36,0.04,0.04,1.99,0.89,0.4,0.33,0.09,3.83,0.135,0.348,Bebedourito
DH-0066,53,56,2893.581,1911.321,292.67,3.69,0.41,41.2,22.5,5.2,0.5,14.85,0.28,0.11,0.01,0.29,0.01,0.02,1,0.55,0.28,0.19,0.05,4.9,0.111,0.304,Bebedourito
DH-0066,56,59,2893.581,1911.321,289.67,3.45,0.41,33.77,34,4.46,0.31,13.4,0.39,0.16,0.01,0.31,0.03,0.03,1.47,0.54,0.25,0.18,0.05,5.12,0.119,0.304,Bebedourito
DH-0066,59,62,2893.581,1911.321,286.67,3.19,0.43,34.61,33.3,5.4,0.72,11.7,0.43,0.11,0.01,0.31,0.02,0.04,1.07,0.51,0.23,0.18,0.05,5.13,0.135,0.319,Bebedourito
DH-0066,62,65,2893.581,1911.321,283.67,3.78,0.53,52.44,5.27,4.82,1.64,12.15,1.04,0.2,0.01,0.29,0.03,0.05,2.15,1.23,0.59,0.53,0.12,5.24,0.14,0.393,Bebedourito
DH-0066,65,68,2893.581,1911.321,280.67,3.92,0.96,49.22,9.43,6.68,1.56,17.3,0.49,0.1,0.01,0.48,0.02,0.05,1.19,0.65,0.31,0.24,0.07,4.96,0.245,0.711,Bebedourito
DH-0066,68,71,2893.581,1911.321,277.67,3.27,4.92,34.88,26.4,5.24,1.48,16.05,0.33,0.07,0.01,0.33,0.07,0.08,1.23,0.52,0.25,0.19,0.05,4.4,1.505,3.27,Bebedourito
DH-0066,71,74.85,2893.581,1911.321,274.245,10.9,18.55,15.87,28.9,2.86,10.8,5.33,0.21,0.05,0.01,0.19,0.07,0.16,0.35,0.28,0.12,0.11,0.03,4.74,1.702,10.9,Bebedourito
DH-0066,74.85,76.7,2893.581,1911.321,271.395,1.22,13.75,7.34,39,2.72,20.2,2.28,0.11,0.03,0.01,0.12,0.57,0.79,0.15,0.16,0.06,0.07,0.02,10.78,11.27,1.22,Bebedourito
DH-0066,76.7,80,2893.581,1911.321,268.82,18.45,26.6,17.06,15.6,1.94,7.87,3.99,0.3,0.12,0.01,0.33,0.13,0.24,0.46,0.34,0.14,0.14,0.04,4.43,1.442,18.45,Bebedourito
DH-0066,80,83,2893.581,1911.321,265.67,23.2,32.4,13.12,9.59,1.16,9.79,2.74,0.56,0.15,0.01,0.45,0.04,0.17,0.52,0.34,0.13,0.14,0.04,3.43,1.397,23.2,Bebedourito
DH-0066,83,86,2893.581,1911.321,262.67,19.05,28,13.46,16.25,1.04,8.8,4.2,0.32,0.16,0.01,0.39,0.53,0.56,0.52,0.29,0.12,0.11,0.03,5.51,1.47,19.05,Bebedourito
DH-0066,86,89,2893.581,1911.321,259.67,17.4,26.8,16.2,15.3,1.92,10.15,4.79,0.35,0.09,0.01,0.32,0.05,0.17,0.39,0.24,0.1,0.1,0.03,3.84,1.54,17.4,Bebedourito
DH-0066,89,92,2893.581,1911.321,256.67,16.85,25.6,20.26,13.55,2.23,8.13,5.56,0.32,0.1,0.01,0.3,0.11,0.2,0.46,0.25,0.11,0.1,0.03,4.39,1.519,16.85,Bebedourito
DH-0066,92,94.2,2893.581,1911.321,254.07,16.05,24,17.61,15.55,3.06,10.35,4.96,0.31,0.08,0.01,0.25,0.1,0.15,0.4,0.19,0.08,0.08,0.02,5.16,1.495,16.05,Bebedourito
DH-0066,94.2,97,2893.581,1911.321,251.57,8.39,20.7,14.36,28.2,2.31,14.2,4.42,0.1,0.04,0.01,0.21,0.23,0.28,0.23,0.17,0.08,0.07,0.02,5.54,2.467,8.39,Bebedourito
DH-0066,97,100,2893.581,1911.321,248.67,3.19,19.1,13.41,27.2,2.67,16.9,5.99,0.1,0.04,0.01,0.25,0.12,0.17,0.23,0.14,0.07,0.06,0.02,10.23,5.987,3.19,Bebedourito
DH-0066,100,103,2893.581,1911.321,245.67,2.67,17.55,11.74,30.7,2.29,17.6,5.18,0.12,0.06,0.01,0.19,0.58,0.5,0.25,0.18,0.08,0.08,0.02,10.23,6.573,2.67,Bebedourito
DH-0066,103,106,2893.581,1911.321,242.67,3.05,18.5,11.47,26.4,2.05,19.2,4.65,0.13,0.07,0.01,0.3,0.25,0.19,0.24,0.13,0.06,0.05,0.01,12.12,6.066,3.05,Bebedourito
DH-0066,106,109,2893.581,1911.321,239.67,2.79,27,7.79,18.5,1.37,14.25,3.96,0.15,0.11,0.01,0.52,0.46,0.27,0.23,0.15,0.07,0.06,0.02,21.21,9.677,2.79,Bebedourito
DH-0066,109,112.3,2893.581,1911.321,236.52,3.57,23,10.32,21,2.24,14.9,4.08,0.13,0.12,0.01,0.49,0.55,0.34,0.23,0.15,0.07,0.06,0.02,17.49,6.443,3.57,Bebedourito
DH-0066,112.3,114,2893.581,1911.321,234.02,3.42,20.4,9.92,19.7,2.28,15.55,3.36,0.17,0.16,0.44,0.66,4.06,0.22,0.27,0.18,0.09,0.06,0.02,18.32,5.965,3.42,Bebedourito
DH-0066,114,116,2893.581,1911.321,232.17,6.71,41.9,4.31,4.63,0.29,6.27,0.62,0.1,0.19,0.17,1.13,0.48,0.18,0.19,0.16,0.07,0.07,0.02,31.01,6.244,6.71,Bebedourito
DH-0067,0,3,1638.906,1866.244,317.89,2.76,0.34,7.47,20.4,29.1,0.25,9.87,0.11,0.28,0.02,0.22,0.09,0.04,0.07,0.19,0.1,0.07,0.02,27.4,0.123,0.252,Turfa
DH-0067,3,7.15,1638.906,1866.244,314.315,2.69,0.56,6.54,28.7,31.4,0.31,13,0.16,0.47,0.02,0.37,0.22,0.06,0.09,0.25,0.12,0.09,0.03,14.62,0.208,0.415,Argilito
DH-0067,7.15,11.5,1638.906,1866.244,310.065,2.3,0.33,10.23,33.2,31.3,0.22,7.61,0.08,0.46,0.02,0.33,0.37,0.06,0.07,0.15,0.08,0.06,0.02,13.01,0.143,0.244,Argilito
DH-0067,11.5,16,1638.906,1866.244,305.64,2.23,0.25,20.71,29.5,27.4,0.21,5.9,0.06,0.4,0.01,0.3,0.47,0.06,0.06,0.13,0.06,0.05,0.01,12.49,0.112,0.185,Argilito
DH-0067,16,20.5,1638.906,1866.244,301.14,2.3,0.25,21.54,29.4,26.4,0.22,6.47,0.07,0.43,0.01,0.32,0.48,0.06,0.06,0.13,0.07,0.05,0.01,12.11,0.109,0.185,Argilito
DH-0067,20.5,25,1638.906,1866.244,296.64,2.54,0.35,15.01,33.5,26.3,0.24,8.33,0.09,0.54,0.02,0.4,0.53,0.06,0.05,0.16,0.08,0.06,0.02,11.47,0.138,0.259,Argilito
DH-0067,25,29.5,1638.906,1866.244,292.14,2.52,0.4,10.68,38.9,27.7,0.23,6.69,0.07,0.55,0.02,0.4,0.55,0.07,0.04,0.15,0.08,0.06,0.02,11.3,0.159,0.296,Argilito
DH-0067,29.5,34,1638.906,1866.244,287.64,2.57,0.44,10.87,39.8,26.1,0.24,7.29,0.08,0.54,0.02,0.37,0.55,0.06,0.06,0.16,0.08,0.06,0.02,10.85,0.171,0.326,Argilito
DH-0067,34,38.5,1638.906,1866.244,283.14,2.69,0.53,6.67,42.2,28.2,0.24,6.23,0.08,0.54,0.02,0.43,0.59,0.07,0.05,0.18,0.09,0.07,0.02,11.03,0.197,0.393,Argilito
DH-0067,38.5,43,1638.906,1866.244,278.64,2.77,0.59,4.87,42,30.4,0.25,5.66,0.07,0.55,0.02,0.46,0.65,0.07,0.05,0.18,0.09,0.07,0.02,11.6,0.213,0.437,Argilito
DH-0067,43,47.5,1638.906,1866.244,274.14,2.71,0.58,4.52,43.3,28.6,0.27,7.07,0.09,0.56,0.02,0.46,0.65,0.07,0.04,0.19,0.1,0.08,0.02,10.93,0.214,0.43,Argilito
DH-0067,47.5,52,1638.906,1866.244,269.64,2.72,0.56,4.97,42.7,28.9,0.25,6.49,0.08,0.55,0.03,0.46,0.58,0.07,0.04,0.19,0.1,0.08,0.02,11.26,0.206,0.415,Argilito
DH-0067,52,56.5,1638.906,1866.244,265.14,4.17,0.84,3.8,37.1,31.1,0.22,7.38,0.13,0.83,0.04,0.75,0.41,0.06,0.03,0.3,0.15,0.11,0.03,12.36,0.201,0.622,Argilito
DH-0067,56.5,60.35,1638.906,1866.244,260.965,5.82,1.15,8.54,29.5,28.8,0.25,10.25,0.2,1.06,0.04,1.07,0.24,0.06,0.08,0.4,0.19,0.15,0.04,12.36,0.198,0.852,Argilito
DH-0067,60.35,64.5,1638.906,1866.244,256.965,4.76,0.76,33.2,19.1,20.1,0.24,8.27,0.17,0.77,0.01,0.78,0.14,0.05,0.12,0.3,0.15,0.11,0.03,11.99,0.16,0.563,Canga
DH-0067,64.5,69,1638.906,1866.244,252.64,4.7,0.56,51.52,10.85,11.3,0.19,6.57,0.16,0.67,0.01,0.79,0.04,0.03,0.09,0.29,0.14,0.1,0.03,11.43,0.119,0.415,Canga
DH-0067,69,73.5,1638.906,1866.244,248.14,4.8,0.61,43.18,27.3,7.2,0.29,5.09,0.26,0.72,0.01,0.8,0.03,0.04,0.17,0.41,0.18,0.16,0.04,8.53,0.127,0.452,Canga
DH-0067,73.5,76.25,1638.906,1866.244,244.515,5.18,0.66,36.98,33.4,5.04,0.2,4.41,0.44,0.81,0.01,0.87,0.02,0.04,0.26,0.86,0.4,0.3,0.09,7.54,0.127,0.489,Canga
DH-0067,76.25,79,1638.906,1866.244,241.765,3.65,0.49,49.96,24.5,2.88,0.23,3.45,0.47,0.34,0.01,0.47,0.02,0.03,0.33,0.82,0.37,0.3,0.09,8.19,0.134,0.363,Carbonatito
DH-0067,79,82,1638.906,1866.244,238.89,8.5,6.43,54.57,8.7,3.17,0.24,3.09,0.44,0.37,0.02,0.57,0.03,0.04,0.29,0.86,0.41,0.31,0.09,8.73,0.756,4.763,Carbonatito
DH-0067,82,85,1638.906,1866.244,235.89,19,22.3,24.95,14.4,3.75,0.28,5.94,0.43,0.36,0.01,0.64,0.03,0.09,0.26,0.62,0.27,0.22,0.06,4.64,1.174,16.519,Carbonatito
DH-0067,85,86.55,1638.906,1866.244,233.615,27,33.7,20.29,7.54,1.02,0.21,1.54,0.56,0.24,0.01,0.65,0.02,0.12,0.22,0.73,0.31,0.27,0.08,3.31,1.248,24.963,Carbonatito
DH-0067,86.55,88.65,1638.906,1866.244,231.79,24.4,30.4,24.68,9.58,1.6,0.52,1.38,0.13,0.23,0.01,0.59,0.04,0.11,0.51,0.65,0.28,0.25,0.07,2.73,1.246,22.519,Carbonatito
DH-0067,88.65,92,1638.906,1866.244,229.065,11.1,13.7,13.34,56.6,0.93,0.29,0.96,0.11,0.15,0.01,0.28,0.02,0.07,0.27,0.33,0.14,0.13,0.04,1.94,1.234,10.148,Foscrete
DH-0067,92,94.1,1638.906,1866.244,226.34,8.69,11.25,7.51,68.6,0.75,0.12,0.46,0.04,0.16,0.02,0.16,0.02,0.05,0.19,0.17,0.08,0.07,0.02,1.99,1.295,8.333,Foscrete
DH-0067,94.1,97,1638.906,1866.244,223.84,22.3,27.7,23.08,12.1,1.94,0.45,3.2,0.2,0.4,0.01,0.55,0.04,0.1,0.71,0.69,0.3,0.26,0.07,3.58,1.242,20.519,Carbonatito
DH-0067,97,100,1638.906,1866.244,220.89,25.3,32.3,24.07,6.82,1.23,0.58,2.19,0.13,0.22,0.01,0.5,0.03,0.1,0.72,0.71,0.31,0.27,0.08,2.68,1.277,23.926,Carbonatito
DH-0067,100,103,1638.906,1866.244,217.89,24.3,30.7,22.68,12.05,1.01,0.47,2.03,0.16,0.32,0.01,0.52,0.03,0.11,0.73,0.73,0.32,0.28,0.08,2.6,1.263,22.741,Carbonatito
DH-0067,103,106,1638.906,1866.244,214.89,21.1,26.9,22.69,16.95,1.34,0.61,2.08,0.16,0.23,0.01,0.45,0.05,0.1,0.74,0.67,0.29,0.25,0.07,2.99,1.275,19.926,Carbonatito
DH-0067,106,110.1,1638.906,1866.244,211.34,20.7,27.3,25.97,15.15,0.96,0.97,2.11,0.14,0.18,0.01,0.42,0.08,0.1,0.7,0.56,0.24,0.22,0.06,2.39,1.319,20.222,Carbonatito
DH-0067,110.1,113,1638.906,1866.244,207.84,5.47,28.5,12.55,23.7,2.4,5.31,3.21,0.13,0.1,0.01,0.31,0.11,0.07,0.32,0.19,0.09,0.07,0.02,17.88,5.21,5.47,Carbonatito
DH-0067,113,116,1638.906,1866.244,204.89,14.35,29.2,15.53,19.5,1.94,3.04,3.18,0.14,0.12,0.01,0.39,0.15,0.1,0.35,0.33,0.15,0.12,0.03,9.76,2.035,14.35,Carbonatito
DH-0067,116,118,1638.906,1866.244,202.39,15.95,21.5,20.45,28.4,2.14,2.69,1.99,0.13,0.15,0.01,0.37,0.23,0.12,0.5,0.31,0.14,0.12,0.03,4.08,1.348,15.926,Carbonatito
DH-0067,118,119.6,1638.906,1866.244,200.59,15.1,21.1,20.16,24.9,2.92,4.08,4.08,0.15,0.13,0.01,0.29,0.28,0.11,0.45,0.29,0.13,0.11,0.03,5.02,1.397,15.1,Carbonatito
DH-0067,119.6,122.45,1638.906,1866.244,198.365,21.1,29,9.35,34.2,0.3,0.31,0.63,0.04,0.14,0.01,0.31,0.05,0.08,0.36,0.24,0.11,0.09,0.03,2.35,1.374,21.1,Foscrete
DH-0067,122.45,126,1638.906,1866.244,195.165,11.4,22.9,14.48,29.5,3.61,5.9,2.56,0.12,0.12,0.01,0.27,0.35,0.09,0.28,0.2,0.1,0.08,0.02,8.4,2.009,11.4,Carbonatito
DH-0067,126,129,1638.906,1866.244,191.89,6.75,31.2,10.66,19.85,2.25,5.66,1.78,0.1,0.11,0.01,0.3,0.31,0.09,0.25,0.14,0.07,0.06,0.02,19.99,4.622,6.75,Carbonatito
DH-0067,129,131.2,1638.906,1866.244,189.29,10.15,26.6,13.44,24.1,2.97,4.5,1.92,0.14,0.17,0.01,0.36,0.44,0.09,0.3,0.24,0.11,0.1,0.03,13.86,2.621,10.15,Carbonatito
DH-0067,131.2,132.9,1638.906,1866.244,187.34,8.77,14.85,16.3,40.7,3.65,4.27,3.39,0.14,0.16,0.01,0.24,0.17,0.09,0.39,0.25,0.11,0.09,0.02,4.6,1.693,8.77,Carbonatito
DH-0067,132.9,134.4,1638.906,1866.244,185.74,21.8,30.4,7.66,32.5,0.44,0.43,0.56,0.07,0.56,0.05,0.74,0.06,0.14,0.45,0.32,0.14,0.11,0.03,3.15,1.394,21.8,Foscrete
DH-0067,134.4,136.85,1638.906,1866.244,183.765,10.5,18.1,16.6,29,4.12,9.25,3.77,0.14,0.13,0.01,0.23,0.35,0.11,0.38,0.2,0.1,0.07,0.02,5.62,1.724,10.5,Carbonatito
DH-0067,136.85,140,1638.906,1866.244,180.965,6.52,28,11.69,21.5,2.58,10.1,3.23,0.1,0.12,0.01,0.38,0.54,0.13,0.26,0.13,0.06,0.05,0.01,13.88,4.294,6.52,Bebedourito
DH-0067,140,143.5,1638.906,1866.244,177.64,5.63,35,9.57,13.45,1.84,6.57,2.49,0.12,0.13,0.01,0.51,0.42,0.12,0.23,0.17,0.08,0.06,0.02,23.37,6.217,5.63,Bebedourito
DH-0067,143.5,158.6,1638.906,1866.244,168.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não Recuperado
DH-0067,158.6,161,1638.906,1866.244,159.59,9.32,28.1,13.14,20.7,1.95,8.32,3.28,0.12,0.12,0.01,0.35,0.43,0.2,0.32,0.18,0.08,0.07,0.02,12.56,3.015,9.32,Carbonatito
DH-0067,161,164,1638.906,1866.244,156.89,16.55,29.4,16.88,12.85,1.8,7.56,3.5,0.15,0.14,0.01,0.39,0.17,0.14,0.47,0.38,0.17,0.14,0.04,7.95,1.776,16.55,Carbonatito
DH-0067,164,167,1638.906,1866.244,153.89,13.95,21.3,23.17,16.3,2.45,8.77,4.32,0.34,0.18,0.01,0.33,0.43,0.14,0.63,0.4,0.16,0.14,0.04,5.09,1.527,13.95,Carbonatito
DH-0067,167,168.5,1638.906,1866.244,151.64,15.45,22.5,29.81,12.35,1.7,4.61,2.92,1.02,0.17,0.01,0.36,0.13,0.14,0.5,0.48,0.16,0.16,0.05,4.92,1.456,15.45,Carbonatito
DH-0067,168.5,170.05,1638.906,1866.244,150.115,28.4,42.6,12.56,5.55,0.34,1.17,0.67,0.23,0.16,0.01,0.4,0.04,0.06,0.26,0.18,0.08,0.08,0.02,5.3,1.5,28.4,Foscrete
DH-0067,170.05,173,1638.906,1866.244,147.865,9.06,29.8,11.91,18.95,1.72,10.25,2.21,0.1,0.08,0.01,0.36,0.18,0.15,0.26,0.14,0.07,0.05,0.02,14.24,3.289,9.06,Carbonatito
DH-0067,173,176,1638.906,1866.244,144.89,5,34.4,9.07,13,1.25,10.2,1.65,0.15,0.13,0.17,0.75,0.56,0.09,0.24,0.13,0.06,0.05,0.01,22.86,6.88,5,Carbonatito
DH-0067,176,178.3,1638.906,1866.244,142.24,3.7,38.1,6.83,10.05,0.93,8.5,1.5,0.14,0.22,0.15,0.92,0.94,0.08,0.2,0.11,0.05,0.04,0.01,26.47,10.297,3.7,Carbonatito
DH-0067,178.3,179.8,1638.906,1866.244,140.34,3.94,47.1,5.49,2.58,0.13,2.74,0.47,0.11,0.22,0.63,1.18,0.35,0.11,0.14,0.11,0.05,0.04,0.01,34.06,11.954,3.94,Carbonatito
DH-0067,179.8,181.3,1638.906,1866.244,138.84,3.68,38.7,7.09,12.85,0.89,5.57,2.27,0.12,0.24,0.35,0.97,1.24,0.15,0.15,0.12,0.06,0.04,0.01,24.56,10.516,3.68,Carbonatito
DH-0068,0,1.5,1746.186,1553.707,314.02,3.28,0.91,18.46,16.05,23.8,0.5,16.2,0.25,0.41,0.02,0.33,0.06,0.06,0.16,0.33,0.17,0.13,0.04,17.45,0.277,0.674,Solo
DH-0068,1.5,3,1746.186,1553.707,312.52,4.56,0.89,14.5,17.6,24.7,0.48,14.6,0.41,0.65,0.01,0.49,0.08,0.05,0.15,0.5,0.24,0.2,0.06,17.1,0.195,0.659,Turfa
DH-0068,3,6,1746.186,1553.707,310.27,5.98,0.4,62.8,2.16,4.92,0.31,2.26,0.69,0.79,0.01,0.56,0.01,0.04,0.16,0.95,0.44,0.38,0.1,10.94,0.067,0.296,Canga
DH-0068,6,9.6,1746.186,1553.707,306.97,6.23,0.76,50.17,7.15,6.89,0.63,8.12,0.83,0.88,0.01,0.38,0.02,0.03,0.29,0.86,0.39,0.35,0.1,9.74,0.122,0.563,Canga
DH-0068,9.6,13,1746.186,1553.707,303.47,10.15,10.6,23.46,32.8,6.53,0.87,5.22,0.31,0.38,0.01,0.37,0.13,0.06,0.55,0.34,0.17,0.15,0.04,6.14,1.044,7.852,Bebedourito
DH-0068,13,16,1746.186,1553.707,300.27,11.15,14.1,25.2,24.6,6.44,1.02,8.03,0.18,0.14,0.01,0.32,0.15,0.06,0.26,0.24,0.13,0.09,0.03,6.12,1.265,10.444,Bebedourito
DH-0068,16,19,1746.186,1553.707,297.27,10.8,13.75,18.81,35.9,6.28,0.91,4.69,0.21,0.12,0.01,0.29,0.07,0.06,0.32,0.21,0.11,0.09,0.02,5.51,1.273,10.185,Bebedourito
DH-0068,19,22,1746.186,1553.707,294.27,8.38,9.04,30.03,27.4,6.99,0.83,5.45,0.46,0.25,0.01,0.25,0.14,0.05,0.33,0.31,0.16,0.12,0.03,7.33,1.079,6.696,Bebedourito
DH-0068,22,25,1746.186,1553.707,291.27,9.55,12.8,27.77,26.3,6.56,0.95,7.01,0.12,0.1,0.01,0.23,0.12,0.06,0.21,0.14,0.08,0.05,0.01,7.07,1.34,9.481,Bebedourito
DH-0068,25,28,1746.186,1553.707,288.27,8.96,11.65,28.96,27.8,6.26,1.04,6.29,0.12,0.17,0.01,0.23,0.17,0.05,0.22,0.15,0.08,0.05,0.01,7.2,1.3,8.63,Bebedourito
DH-0068,28,31,1746.186,1553.707,285.27,9.11,9.82,32.21,26.3,6.11,0.9,5.35,0.23,0.22,0.01,0.39,0.15,0.06,0.38,0.24,0.13,0.1,0.03,6.87,1.078,7.274,Bebedourito
DH-0068,31,34,1746.186,1553.707,282.27,7.06,3.18,35.76,24.6,8.07,0.42,6.05,0.31,1.74,0.01,0.46,0.05,0.05,0.59,0.42,0.22,0.16,0.05,8.39,0.45,2.356,Carbonatito
DH-0068,34,37,1746.186,1553.707,279.27,7.26,1.37,35.65,15.15,13.35,0.4,10.4,0.26,2.56,0.01,0.55,0.15,0.05,0.24,0.35,0.19,0.14,0.04,10.46,0.189,1.015,Carbonatito
DH-0068,37,40,1746.186,1553.707,276.27,7.34,1.74,34.06,20.1,12.2,0.44,7.14,0.56,2.25,0.01,0.6,0.09,0.04,0.36,0.51,0.24,0.2,0.05,9.9,0.237,1.289,Carbonatito
DH-0068,40,43,1746.186,1553.707,273.27,7.55,6.52,32.1,28.1,7.22,0.39,7.21,0.22,0.64,0.01,0.33,0.11,0.06,0.36,0.29,0.16,0.11,0.03,7.54,0.864,4.83,Carbonatito
DH-0068,43,45.65,1746.186,1553.707,270.445,5.79,4.3,38.44,24.7,7.67,0.51,6.5,0.24,0.24,0.01,0.35,0.13,0.04,0.5,0.31,0.16,0.12,0.03,8.52,0.743,3.185,Carbonatito
